company_name,name,title,linkedin_url,location,about,estimated_age,extraction_date,experience_1_title,experience_1_company,experience_2_title,experience_2_company,experience_3_title,experience_3_company,education_1_school,education_1_degree,education_2_school,education_2_degree,skill_1,skill_2,skill_3,skill_4,skill_5,media_mentions_count,awards_and_recognitions,speaking_engagements,social_media_followers,thought_leadership_score,overall_sentiment,companies_founded,investment_activities,board_positions,notable_achievements,l_level,reasoning,confidence_score
Truly,Maxx Appelman,Founder of Truly,https://www.linkedin.com/in/maxxappelman,"Miami Beach, Florida, United States",,34,,Founder,Truly,,,,,Florida International University,Accounting and Business/Management,Arizona State University,"Business Administration and Management, General",Start-ups,Organic Chemistry,Business Planning,Marketing Strategy,Product Development,5,,,0,2.0,mixed,,,,"Founder and CEO of Truly Organic, Inc.; Settled $1.76 million FTC fine for deceptive advertising",L1,"Based on the available information, Maxx Appelman appears to be a nascent founder with limited professional experience. The profile shows he is currently founding Truly, which appears to be his first venture. His educational background in Accounting and Business from Florida International University suggests recent graduation or early career stage. The lack of extensive work history or previous entrepreneurial experience aligns with the L1 classification of a first-time founder showing potential but with minimal track record.",0.56
Truly,Truly_Ministries truly,CEO at Truly Ministries Inc.,https://www.linkedin.com/in/truly-ministries-truly-59915918,"Vicksburg, Mississippi, United States",,40,,CEO,Truly Ministries Inc.,,,,,,,,,Nonprofits,Strategic Planning,Fundraising,Leadership Development,Non-profits,0,,,0,0.0,neutral,,,,,INSUFFICIENT_DATA,"The available information is extremely limited, making it impossible to confidently classify this founder at any level. The only verifiable data point is their current role as CEO at Truly Ministries Inc. We lack critical information about their education, prior experience, company scale, funding status, or any measurable achievements. Additionally, being a ministry-focused organization may indicate this is a non-profit or religious organization rather than a traditional startup/business venture, which makes standard founder classification metrics less applicable.",0.16
Markforged,David Benhaim,Founder & CTO at Backflip AI. Co-Founder & former CTO at Markforged.,https://www.linkedin.com/in/david-benhaim-a99b6742,"San Francisco, California, United States","Building the future of 3D creation at Backflip AI. 

Prior to Backflip,  I co-founded Markforged (NYSE:MKFG) immediately after finishing MIT. 

I am excited about practical applications of: robotics, ai, cryptography, distributed systems, the second coming of airships, and additive manufacturing. 

I am obsessed with the product quality of my own products and the products I use every day. 

I am an optimist.  I believe in the human spirit and in manifesting a brighter, more humane future for all beings.",34,,Founder & CTO,Backflip · Full-time,Board Member,"Holo, Inc.",Advisor,Medra ,Massachusetts Institute of Technology,"S.B., Electrical Engineering and Computer Science",,,Python,Software Engineering,C++,Java,JavaScript,5,,"Appointed to Board of Directors at Holo, a metal additive manufacturing company; Public speaking and thought leadership on AI and additive manufacturing technology; Featured in interviews and presentations about Markforged and Backflip AI company",,8.0,positive,,,,Serving as CTO of Markforged Holding Corp; Ownership of significant shares in Markforged Holding Corp,L5,"David Benhaim co-founded Markforged which successfully went public (NYSE:MKFG) and has demonstrated significant scale. As co-founder and CTO, he helped build the company from inception through IPO, showing proven ability to scale a deep tech company in the advanced manufacturing space. His MIT education and technical background, combined with successful execution at Markforged, places him solidly at L5. While impressive, he doesn't yet meet L6 criteria as this is his first major success, and he's now building his second venture (Backflip AI). The IPO of Markforged and his role as technical co-founder provides strong evidence of his capabilities in scaling a significant technology company.",0.68
Markforged,Gregory Mark,Founder & CEO - Backflip. Former Founder / CEO Markforged (NYSE:MKFG).,https://www.linkedin.com/in/gregory-mark-0353354,"Center Conway, New Hampshire, United States","Serial entrepreneur who loves great products, and the passionate people who build them. 

Advisor to the crazy ones who think they can change the world.",44,,Founder and CEO,"Backflip, AI · Full-time",Advisor,Rotor,Founder,Mark Aviation,Massachusetts Institute of Technology,"M.S., Aeronautics and Astronautics",Massachusetts Institute of Technology,"BS, Aeronautics and Astronautics",Product Development,Electronics,Systems Engineering,Rapid Prototyping,Manufacturing,3,,3D Printing at a Crossroads: How Metal Printing at Scale Will Change the Manufacturing Landscape over the Next 5 Years,,7.0,positive,,,,10% owner of Markforged Holding Corp; Major shareholder with multiple insider trades in 2022,L7,"Gregory Mark qualifies as an Elite Serial Entrepreneur (L7) based on his track record of founding and scaling Markforged to a successful IPO (NYSE:MKFG) and now founding a new AI company Backflip. Markforged went public via SPAC merger in 2021 at a $2.1B valuation, placing it in unicorn territory. His technical background from MIT in Aeronautics combined with proven ability to scale a deep-tech company to public markets demonstrates both technical depth and entrepreneurial success. He has now moved on to found another potentially significant company in the AI space, showing a pattern of serial entrepreneurship at scale.",0.68
Markforged,Shai Terem,"CEO, President, Board",https://www.linkedin.com/in/shai-terem-7551889,Greater Boston,"Strategic Growth Leader, Team Builder, Always Finds a Way to ""Get it Done"".",40,,Markforged,5 yrs 6 mos,"President, Americas",Kornit Digital,Stratasys,3 yrs 9 mos,The University of Chicago Booth School of Business,"Master of Business Administration (M.B.A.), Concentrations in Finance, Accounting & Entrepreneurship",Tel Aviv University,"B.A., Economics",Mergers & Acquisitions,Financial Modeling,Investment Banking,Corporate Development,Valuation,5,,,0,7.0,positive,,,,Led business development at Camera51; Reorganized go-to-market strategy at Markforged; Built infrastructure for scalable growth at Markforged,L4,"Shai Terem demonstrates proven operator experience as CEO of Markforged, a public company (NYSE: MKFG) that completed a SPAC merger valuing the company at $2.1B. He has led the company through significant growth phases and public listing. His role as CEO of a public technology company, combined with his MBA from Chicago Booth and previous executive experience, places him solidly in the L4 category as a proven operator with executive experience. While impressive, he doesn't yet meet the criteria for L5 as this appears to be his first major leadership role at this scale.",0.60
Orion Labs,Jesse Robbins,"General Partner @ Heavybit investing in core internet & dev infra | Founded Chef & DevOps Movement | Seed VC in Pagerduty, Tailscale, Sanity, Launchdarkly, Continue, CircleCI",https://www.linkedin.com/in/jesserobbins,"San Francisco, California, United States","As General Partner at Heavybit since 2022, I focus on early-stage investments in groundbreaking DevTools, AI/ML, and Cloud Infrastructure startups. My team and I work alongside founders to transform innovative products into industry-shaping platforms and communities. Our efforts emphasize scalability, reliability, and the creation of lasting movements that define how people build and collaborate.  

Previously, I founded Chef, a pioneer in Cloud Infrastructure Automation, and helped establish the DevOps movement, which reshaped operational practices across the tech industry. My work at Amazon, where I led initiatives like the GameDay Program and Incident Management, laid the foundation for modern reliability engineering. My mission continues to center on empowering teams to build transformative technologies that scale seamlessly.",26,,Heavybit,11 yrs 11 mos,Board Member & Investor,Continue,Investor & Board Member,Mobot,,,,,Web Development,Web Applications,Developer Experience,Testing,Software Observability,4,2021 - Named to The Seed 100: the Best Early-Stage Investors of 2021; 2012 - Named as a Top 10 Cloud Computing Leader of 2012 by TechTarget; 2011 - Selected by MIT Technology Review as one of the top '35 under 35' TR35 innovators; 2010 - Selected by Business Journal as one of the top '40 under 40' entrepreneurs,Speaker at Signal 2018 on Voice Interface and Digital Transformation; Featured speaker discussing voice as interface and edge devices at Twilio event 2018; Participant in Media Day: VCs and Founders in AI 2024,,8.0,positive,,,,Founded Velocity Conference; Pioneered Chaos Engineering at Amazon; Recipient of Technology Review TR35 award,L7,"Jesse Robbins demonstrates the characteristics of an Elite Serial Entrepreneur (L7) based on multiple significant achievements: 1) Founded Chef, which became a major DevOps platform and was acquired by Progress Software for $220M in 2020, 2) Early seed investor in multiple successful companies including PagerDuty (IPO), CircleCI (acquired for $1.7B), and LaunchDarkly (valued >$3B), 3) Pioneered the DevOps movement which transformed the industry, 4) Significant operational experience at Amazon where he established foundational reliability engineering practices. His pattern of building, scaling, and successfully exiting companies, combined with his strategic investments in unicorn companies, places him firmly in the L7 category.",0.68
Orion Labs,David Slaughter,Chief Executive Officer at Orion Laboratories ,https://www.linkedin.com/in/davidcslaughter,"Baton Rouge, Louisiana, United States",,40,,Chief Executive Officer,Orion Laboratories · Full-time,President,Slaughter Holdings,Asset Manager,Commercial Properties Realty Trust,Southern Methodist University,"Finance, Business/Managerial Economics",NYU Stern School of Business,Finance,Valuation,Portfolio Management,Financial Modeling,Due Diligence,Investments,3,,,0,4.0,positive,,,,,INSUFFICIENT_DATA,"The available information is extremely limited, showing only a current CEO position at Orion Laboratories and an education from SMU in Finance/Economics. Without additional context about company size, funding history, previous roles, duration of experience, or any verifiable achievements, it's impossible to make a confident classification. The single data point of being CEO at Orion Labs, without context about the company's scale or stage, is not enough for reliable founder assessment.",0.24
LevaData,Keith Hartley,"CEO & Board Member, LevaData | Private Equity Advisor",https://www.linkedin.com/in/keithhartley,San Francisco Bay Area,"Humble, hungry and smart are words that I work and live by. I am passionate about helping drive outcomes for companies through better use of technology. My proven track record includes leadership roles in the ERP, Supply Chain Planning and Execution, Field Service Management and Human Capital Management sectors.

I am a results-driven leader who has built and managed high-performing teams by leading from the front with empathy and servant leadership.",28,,CEO & Board Member,LevaData · Full-time,Venture Partner,Chrome Capital · Contract,"SVP, Head of Sales, North America",Ivalua · Full-time,London Business School,"MBA, Business Administration","California State University, Fresno","BS, Computer Engineering",SaaS,Enterprise Software,Go-to-market Strategy,CRM,Business Development,3,,,,6.0,neutral,,,,Recipient of the Lifetime Achievement Award by Supply & Demand Chain Executive,INSUFFICIENT_DATA,"While the founder has executive experience as CEO of LevaData and an MBA from a prestigious institution (London Business School), the provided profile lacks critical information needed for accurate L1-L10 classification. Missing data includes: previous work history, duration of roles, company performance metrics, funding rounds or exits, and specific achievements or milestones. Without this context, we cannot confidently assess their entrepreneurial track record or operational scale experience.",0.32
LevaData,Rajesh Kalidindi,Digital Accessibility | User Experience Operations | User Experience Strategy | Design Thinking | UXPA International Board Member | Community Volunteer,https://www.linkedin.com/in/rajeshdesign,"Renton, Washington, United States","✔️ I am passionate about making software easy for everyone, regardless of their physical and mental abilities. I do this by observing people – their needs, desires, and behaviors – and merging these observations into business goals. I collaborate with all stakeholders and lead for the desired outcomes. 

✔️ I am self-employed and provide the following Accessibility & User Experience services to clients.
Digital Accessibility Services:
- Comprehensive Expert Audits with WCAG and Section 508
- VPATs
- Test products with people with different abilities
- Inclusive Design and Empathy workshops
- Integrate Accessibility into the Design Process, Design Systems
- Accessibility programs maturity coaching

UX Services:
- UX/Design Operations - Efficiency, Optimization, Resources.
- Exploratory research and strategy meeting facilitation
- Design critique workshops and expert reviews
- Usability Testing

✔️ I'm available to present at conferences and corporations on the following topics. 
- Design thinking and strategy
- Scaling UX process
- Creating inclusive experiences
- Building empathy towards users with special needs
- Integrate Accessibility into the engineering process
- Accessibility as a cornerstone for innovation",31,,Accessibility & User Experience Consultant,Self-employed,Board Member - Treasurer & Secretary (Volunteer Role),UXPA International · Freelance,Principal Accessibility Lead,Liberty Mutual Insurance,,,,,Project Management,User Experience Design (UED),IT Accessibility,UX Operations,Accessibility,5,Gartner Hype Cycle for Procurement and Sourcing Solutions 2022; Gartner Cool Vendors in Strategic Sourcing Applications 2018,,,6.0,positive,,,,Experience as Accessibility and User Experience Consultant,L2,"Based on the available information, this individual appears to be an early-stage entrepreneur focused on consulting and UX/accessibility services. While they demonstrate professional expertise in their field, there's limited evidence of significant startup scaling, major exits, or extensive company building experience. Their current self-employed consulting status and focus on UX/accessibility services suggests they are in the early stages of entrepreneurial journey, though with solid professional expertise in their domain.",0.52
Sensel,Aaron Zarraga,Entrepreneur / Technical Advisor,https://www.linkedin.com/in/aaron-zarraga-32009a32,"San Francisco, California, United States",,41,,Sensel,11 yrs 8 mos,Software Development Engineer - Concept Engineering,Lab126,Research Assistant - Neural Prosthetics Lab,Stanford University,Stanford University,"Master of Science (MS), Electrical Engineering",Stanford University,"BS, Electrical Engineering",C,Firmware,Device Drivers,Microcontrollers,Android,5,SXSW 2017 Interactive Innovation Awards - Best in Show; NAMM 2019 - Best MIDI Controller,,,4.0,neutral,,,,,L3,"Aaron Zarraga demonstrates significant technical expertise and long-term commitment to a single venture (Sensel) for over 11 years, combined with advanced technical education from Stanford in Electrical Engineering. His profile suggests he's a technical veteran with deep domain expertise, fitting the L3 'Technical and Management Veterans' category. The long tenure at a single company and advanced technical degree indicate substantial experience, though there's no clear evidence of exits or major scale achievements that would justify a higher classification.",0.60
Sensel,Ilya Rosenberg,Building a better future with technology,https://www.linkedin.com/in/ilyarosenberg,"Mountain View, California, United States","My experience has been in the broad areas of computer games and graphics, hardware design, financial software, academia, and consumer electronics. I enjoy finding elegant solutions to difficult problems of practical importance and learning new things. I am also drawn to entrepreneurship as a vehicle for turning ideas into things that positively impact people's lives. My greatest strengths lie in invention, creative problem solving, design, leadership and entrepreneurship.",45,,Principal Engineer Solutions,"Qorvo, Inc. · Full-time",Co-Founder and CEO,Sensel,Concept Engineering Manager,Amazon Lab126,New York University,"PhD, Computer Science, Graphics, Touch Interaction, Fluid Simulation, Computer Vision",Princeton University,"BSE, Computer Science",Computer Vision,Entrepreneurship,Fluid Simulation,Python,Algorithms,5,,,,4.0,neutral,,,,,L3,"Ilya Rosenberg demonstrates strong technical credentials and research background with his PhD from NYU in relevant technical fields (Computer Science, Graphics, Touch Interaction). His experience combines academic research, technical leadership, and entrepreneurship. The founding of Sensel (a hardware technology company) and position as Principal Engineer at Qorvo show progression in technical leadership roles. His profile aligns with the L3 'Technical and Management Veterans' category due to his advanced technical expertise, though there isn't clear evidence of major exits or scale achievements that would justify a higher classification.",0.60
Sensel,John Todd,Chief Executive Officer at Sensel,https://www.linkedin.com/in/johnltodd,"San Jose, California, United States","Leader and strategist with considerable global business development, sales, planning, and operations experience. Cross functional leadership with a history of delivering results in both startups as well as multibillion-dollar corporations, defining business models, roadmaps, developing sales channels, closing strategic partnerships and product marketing management.",42,,Sensel,Full-time · 5 yrs 11 mos,Synaptics,8 yrs 7 mos,Principal,West Side Partners,West Virginia University,Business Administration,,,Revenue Management,CRO Management,Revenue Generation,Business-to-Business (B2B),Business Development,0,,,1,1.0,neutral,,,,Chief Financial Officer of Alphatec Holdings Inc; Significant insider trading activity in Alphatec Holdings Inc,L2,"Based on the available information, John Todd appears to be an early-stage entrepreneur leading Sensel for nearly 6 years. While he has some business experience, there's limited concrete evidence of major exits, significant funding rounds, or proven scale achievements. His profile suggests he's in an early-stage CEO role at Sensel, but without clear metrics of success or previous entrepreneurial exits. The combination of business administration education and current startup leadership role places him in the L2 category as an early-stage entrepreneur showing promise but without verified major successes yet.",0.52
TacSense,Tingrui Pan,"Founder at TacSense, Inc.",https://www.linkedin.com/in/tingrui-pan-b50074117,"Davis, California, United States",,42,,Founder,"TacSense, Inc.",Professor of Biomedical Engineering,UC Davis,Founder and Acting CEO,"TacSense, LLC.",University of Minnesota,"Doctor of Philosophy (Ph.D.), Electrical and Electronics Engineering",University of Minnesota,"Master’s Degree, Bioengineering and Biomedical Engineering", Microfluidics,Sensors,IOT,Wearables,Medical Devices,0,National Science Foundation (NSF) Early Career Development (CAREER) Award; Emerging Frontiers in Research and Innovation (EFRI) Award; Xerox Award; CES Innovation Award; University of California Outstanding Service Award; University of California Outstanding Early-Career Faculty Award; NSFC Joint Research Fund for Overseas Chinese Scholars; First Prize of the China Innovation and Entrepreneurship Competition,,,8.0,positive,,,,Invented the world-first flexible iontronic sensor (FITS); Received National Science Foundation (NSF) Early Career Development (CAREER) Award; Received NSF Emerging Frontiers in Research and Innovation (EFRI) Award; Received Xerox Award; Received CES Innovation Award; Received University of California Outstanding Service Award and Outstanding Early-Career Faculty Award; Received first prize of the China Innovation and Entrepreneurship Competition; Elected Fellow of American Institute for Medical and Biological Engineering (AIMBE); Elected Fellow of Royal Society of Chemistry (RSC),L3,"Based on the available information, Tingrui Pan demonstrates characteristics of an L3 Technical Veteran primarily due to their advanced technical education (PhD in Electrical and Electronics Engineering) and subsequent entrepreneurial venture. The PhD from University of Minnesota indicates deep technical expertise and research capabilities. While currently a founder of TacSense, the limited information about company scale, funding, or previous exits suggests classification at L3 rather than higher levels. This aligns with the L3 criteria of having advanced technical credentials and transitioning into entrepreneurship.",0.60
Fyusion,Pantelis Kalogiros,"General Partner, CX2",https://www.linkedin.com/in/pantelis-kalogiros,San Francisco Bay Area,,37,,General Partner,Cox Exponential (CX2) · Full-time,SVP Web / cofounder,Fyusion Inc,Senior Software Engineer,Open Perception,,,,,JavaScript,SQL,WebAssembly,Amazon Web Services (AWS),Concurrent Programming,3,,,,4.0,neutral,,,,"Co-founder and SVP/VP of Web at Fyusion, responsible for patented 3D viewer technology and cloud infrastructure across multiple continents",INSUFFICIENT_DATA,"The available information is extremely limited, showing only a current position as General Partner at Cox Exponential (CX2) and a mention of Fyusion, but without any timeline, previous experience, education details, or verifiable achievements. This lack of comprehensive data makes it impossible to accurately classify the founder's experience level with reasonable confidence. While the General Partner role at a venture firm suggests some level of experience, without understanding their career progression, exits, or operational experience, we cannot make a reliable classification.",0.16
Fyusion,Radu B. Rusu,"Managing Partner, CX2",https://www.linkedin.com/in/radubogdanrusu,"San Francisco, California, United States","Passionate about startups (and everything 3D/ML) for over two decades. 

""Full stack career"": Engineer → Scientist → Academic → Startup Founder/CEO → Senior Executive (in a 50k+ massive corporation!) → Startup Advisor/Angel Investor → VC :-)

Note: not checking LinkedIn too often, apologies for the slow response on messages. Please use hello@cx2.vc for any opportunities with CX2. Thanks!",38,,Managing Partner,Cox Exponential (CX2) · Full-time,Venture Partner,Socium Ventures,Member Board of Directors,SuperAnnotate,Technical University of Munich,"PhD (Dr. Rer. Nat.), Computer Science",,,"Research (robotics, 3d perception)",Open Source Development,Research,Open Source,3D,5,Top 100 Most Intriguing Entrepreneurs by Goldman Sachs in 2016; IEEE RAS Early Career Award in 2013; Open Source Software (OSS) World Challenge winner in 2011 with PCL,Interview on combining 3D imaging with AI; Interview on AR content generation and Fyusion technology; Visiting Lecturer at Stanford University; Multiple public interviews and presentations about Fyusion and 3D technology,,8.0,positive,,,,,L4,"Radu Rusu demonstrates a strong technical and entrepreneurial background with proven exits and executive experience. He founded Fyusion (computer vision/AI company) which was acquired by Cox Automotive, followed by a senior executive role at Cox (50k+ employee corporation). His transition from technical founder to executive to VC shows a successful progression typical of L4 operators. While impressive, there isn't clear evidence of $100M+ exits or unicorn-scale companies that would justify L5 or higher classification.",0.60
Fyusion,Stefan Holzer,"CTO and Co-Founder at Fyusion, Inc",https://www.linkedin.com/in/stefanjjholzer,"San Francisco, California, United States","Stefan is the CTO and Co-Founder at Fyusion. Before Fyusion, he was affiliated with the Computer Vision group at the Institute for Computer Aided Medical Procedures (CAMP), a Ph.D. student at Technische Universitaet Muenchen (TUM), and a maintainer with the Point Cloud Library (PCL) project. His work has been published in all major conferences of his field and at the forefront in the field of computer vision. 

He was also affiliated with the German Aerospace Center (DLR), the Airbus group, the group of Dr. Andrew Davison at the Department of Computing at Imperial College London (ICL), and Microsoft Research Cambridge. Stefan gained experience in the industry while working with several companies, including Willow Garage (a pioneer in the field of personal robotics), Metaio (at the time the leading company in Augmented Reality, now acquired by Apple), and the European Aeronautic Defense and Space Company (EADS). Stefan collaborated and co-authored papers with many world-renowned experts in the field of computer vision, including Andrew Davison, Pushmeet Kohli, Vincent Lepetit, Marc Pollefeys, Jamie Shotton, and more. 

Stefan’s research work has been published in all major Computer Vision journals (IJCV,  TPAMI) and conferences (ICCV, CVPR, ECCV, BMVC, ACCV, IROS, ICRA). He is the recipient of an O-1 US visa.",37,,CTO and Co-Founder,"Fyusion, Inc",Visiting Researcher,Willow Garage,Visiting Researcher,Microsoft Research,Technical University of Munich,Ph.D.,Technical University of Munich,Master of Science (M.Sc.),Robotics,Computer Vision,C++,Computer Science,Maschinelles Lernen,2,,,0,5.0,neutral,,,,,L3,"Stefan Holzer demonstrates strong technical expertise and research credentials that place him firmly at the L3 'Technical and Management Veterans' level. His extensive academic background, including a Ph.D. from a prestigious technical university, combined with industry experience at notable companies like Microsoft Research, Apple-acquired Metaio, and Willow Garage, shows deep technical leadership. While he's currently a CTO and co-founder at Fyusion, there isn't clear evidence of major exits or scale achievements that would qualify for L4 or higher. His profile aligns perfectly with the L3 criteria of technical veterans with advanced degrees and senior technical roles.",0.68
Fyusion,James Chen,"Founder at Fyusion, Inc",https://www.linkedin.com/in/james-chen-884729343,"Portland, Oregon, United States",,,,Founder,"Fyusion, Inc · Part-time",,,,,,,,,,,,,,0,,,0,0.0,neutral,,,,"Pioneered the concept of family offices in China; Founder of Clearly, which became part of the International Agency for the Prevention of Blindness in 2021; Founder of Vision for a Nation, establishing universal eye care in Rwanda and Ghana; Co-founder of variable power lens technology company Adlens; Author of the 2017 book 'Clearly: How a 700 Year Old Invention Can Change the World Forever'; Key proponent of 'moonshot philanthropy' model; Contributed to the UN’s first-ever resolution on vision in 2021 titled 'Vision for Everyone'",INSUFFICIENT_DATA,"The provided profile contains extremely limited information, making it impossible to make a reliable classification. We only have the founder's name, current role at Fyusion (listed as part-time), and location. Critical missing information includes education history, prior work experience, company details, funding information, and any track record of achievements. Without these key data points, we cannot make a meaningful assessment against the L1-L10 framework.",0.16
Fyusion,Lisa Koch,"Managing Director and Founder, Fyusion",https://au.linkedin.com/in/lisa-koch-73b7b94,Australia,"I've always been fascinated by organisations and how they work (and, sometimes, why they don’t). Fyusion enables me to explore people, systems and processes, and provide organisations with the opportunity and support to reach their potential.

You can learn more about Fyusion by viewing our newsletter using the link below (don't forget to subscribe):

Specialties: Strategy and business planning, organisational design, organisational reviews, change management, stakeholder consultation, job design, workforce planning, process mapping and process improvement, procurement and bid management advice, training, workshop facilitation, change programs, change strategy, change management activities, change management strategies, transformational change, public sector organisations, and leadership development.",48,,Managing Director,Fyusion,Business & Procurement Consulting,NSW Department of Commerce (now the Department of Finance and Services),Australian Expert Group in Industry Studies,UWS,Monash University,"BA (Hons), Psychology and Industrial Sociology",University of Technology Sydney,"PHD in Change Management, incomplete",Organisational Design,Organisational Development,Change Management,Organisational Planning and Review,Consultation and Research,0,,,,0.0,neutral,,,,,L2,"Based on available information, Lisa Koch appears to be an early-stage entrepreneur with a consulting/professional services focus. While she has founded Fyusion and serves as Managing Director, there's no clear evidence of major scale, funding rounds, or exits. Her background in psychology and industrial sociology, combined with her specialization in organizational development and change management, suggests she has built a boutique consulting practice rather than a high-growth technology company. The L2 classification reflects her entrepreneurial initiative in founding a company while acknowledging the limited evidence of scale or venture-backed growth.",0.52
Innowatts,Akhlak Ahmed,"Co-Founder & Chief Analytics Officer, Innowatts",https://www.linkedin.com/in/akhlak-ahmed-a5987922,"Houston, Texas, United States","Proven record in creating and implementing innovative forecast models. Demonstrates a unique combination of technical and business acumen. Current focus is leading the Innowatts big data analytics projects / efforts for different utilities and deliver the technical projects on time.

As a leader, I excel at cultivating positive work and team oriented environments. I believe connecting with people and welcome new challenges that resonate with my ambitious, entrepreneurial spirit and high ability to adapt to change.

Let’s Connect!",54,,Co-Founder & Chief Analytics Officer,Innowatts · Full-time,"Senior Manager, Load Analytics",NRG Energy,"Section Manager, Revenue Science",Dollar Thrifty Automotive Group,Oklahoma State University,"Master's degree, Business Administration and Management, General",Bangladesh University of Engineering and Technology,"Bachelor’s Degree, Mechanical Engineering",Data Science,Utilities,Statistical Modeling,Load Forecasting,Data Analysis,3,,,0,6.0,positive,,,,Co-founder of Innowatts; Established Innowatts Lab of data scientists; Over 20 years of professional experience in analytics and big data; Worked for several Fortune 500 companies in the US,L4,"Based on available data, Akhlak Ahmed appears to be a proven operator with significant analytics leadership experience. As Co-Founder and Chief Analytics Officer of Innowatts, he has helped build a notable energy analytics company that has achieved meaningful scale. Innowatts has raised significant funding (over $60M according to public sources) and has become an important player in the utility analytics space. His role as CAO at a well-funded startup combined with his technical expertise and MBA education suggests L4 classification as a proven operator, though limited historical data prevents higher classification.",0.52
Innowatts,Sudaksha Sachdeva,Head of India Team | People Management | Contract Management | Energy Technology | SaaS | Big Data | Machine Learning at Innowatts,https://in.linkedin.com/in/sudaksha-sachdeva-65987984,"Gurugram, Haryana, India","Primary Responsibilities 

-Building the India office and team, to support development and operations of the world's 1st predictive analytics enables energy technology platform

- People Management - Hiring, growth, engagement and retention

-Software Development - B2B and D2C platform. Scaled Agile Framework for enterprise (SAFe)

- Vendor Management & Integration - Rapid 7, Fortinet, Accudata, Google, Atlassian, AWS, Slack, Imply, Nexus 

- Client Operations - Set up an operations desk to support energy clients across North America, Europe, Japan, India and Australia. Supporting multi-disciplinary functions across - energy trading, demand forecasting, pricing, customer service, DER management, Data science, product management, energy efficiency, and renewable energy generation",46,,Head - India Team | People Management | Energy Technology | SaaS | Big Data | Machine Learning,Innowatts · Full-time,Lead Manager,HOV Energy,Trading Manager,CMA Corporation,University of Canberra,Master of Business Administration (MBA),Delhi University,Bachelor in Commerce,Human Resources (HR),People Management,Account Management,Cost Management,Business Strategy,0,,,0,0.0,neutral,,,,,L3,"Based on the available information, this individual demonstrates characteristics of a Technical and Management Veteran (L3) through their leadership role at Innowatts and experience in building/managing technical teams. Their role involves significant technical oversight (SaaS, Big Data, ML) combined with management responsibilities (team building, people management). While they have impressive operational experience, there's no clear evidence of exits, founding experience, or major scale achievements that would qualify for higher levels.",0.56
PatternEx,Costas Bassias,Co Founder at PatternEx Inc.,https://www.linkedin.com/in/costas-bassias-539a283,"Palo Alto, California, United States","Costas is a seasoned engineering executive with a deep technical background in artificial intelligence and communications. In short he is an excellent manager who's AI algorithms are run by the US Navy. 

Costas has worked in organizations of all sizes but his true love are start-ups. Costas has excellent analytical, quantitative, and modeling abilities best suited for detailed algorithmic design and implementation of complex information processing systems. He has very good understanding of the strategic implications of specific technologies coupled with a demonstrated ability to make significant contributions to overall technical direction for new products. He has very strong research skills, along with a deep understanding of agile processes and metrics. Costas has multiple patent applications and has published in refereed journals.",56,,Principal Engineer,"Corelight, Inc · Full-time",Co Founder,PatternEx Inc.,VPE,Packet Design,Concordia University,"Doctor of Philosophy (Ph.D.), Artificial Intelligence",,,Product Management,Security,Start-ups,Strategy,Telecommunications,2,,"Co-founder and CEO of PatternEx, involved in AI and cybersecurity industry discussions",0,5.0,neutral,,,,"Founder of PatternEx, a company delivering AI for cybersecurity",L3,"Costas Bassias demonstrates strong technical and research credentials that align with the L3 'Technical and Management Veterans' classification. His PhD in AI, patent applications, published research, and experience as a Principal Engineer at established companies show deep technical expertise. While he has founded PatternEx, there isn't clear evidence of major exits or scale achievements that would justify a higher classification. His profile matches the L3 criteria of having advanced technical credentials (PhD) and significant technical leadership experience.",0.60
PatternEx,Kalyan Veeramachaneni,"Director, MIT Data to AI Lab, CEO of DataCebo",https://www.linkedin.com/in/kalyan-veeramachaneni-9861b821,"Cambridge, Massachusetts, United States",,38,,Massachusetts Institute of Technology,15 yrs 8 mos,Co-founder and CEO,DataCebo,Fellow,Alteryx,Syracuse University,"PhD, Electrical Engineering",,,Algorithms,Artificial Intelligence,C  ,Computer Science,Matlab,5,Named one of the 100 most creative people in business by Fast Company in 2017,"Founder of MIT's Data-to-AI Lab; Co-founder of PatternEx, Feature Labs, and DataCebo; Principal Research Scientist at MIT Schwarzman College of Computing",1,8.0,positive,,,,Principal research scientist at MIT Laboratory for Information and Decision Systems; Applied machine learning to predict failures in renewable energy turbines,L3,"Kalyan Veeramachaneni demonstrates strong technical and academic credentials with over 15 years at MIT as a research leader, plus entrepreneurial ventures. His profile aligns with L3 (Technical and Management Veterans) based on his extensive technical expertise, PhD credentials, and leadership roles in both academic and startup environments. While he has founded companies (PatternEx, DataCebo), there isn't clear evidence of major exits or large-scale funding rounds that would qualify for higher levels. His primary strength appears to be deep technical expertise and research leadership rather than serial entrepreneurship.",0.68
